Brand,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),fuel efficiency,Serial Number
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.6,13.8,15.9,18.0,265.0,0.059999998560491596,6810
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.7,11.3,25.0,265.0,0.042641510153716464,6862
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.5,9.1,9.9,29.0,265.0,0.03735848912652933,6875
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.5,9.1,9.9,29.0,265.0,0.03735848912652933,6876
HONDA,Passport AWD,SUV - SMALL,3.5,6,AS9,X,12.5,9.8,11.3,25.0,265.0,0.042641510153716464,6936
HYUNDAI,Palisade AWD,SUV - STANDARD,3.8,6,AS8,X,12.3,9.6,11.1,25.0,265.0,0.04188679389233859,6956
JAGUAR,F-TYPE Convertible R-Dynamic AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25.0,265.0,0.042641510153716464,6988
JAGUAR,F-TYPE Coupe R-Dynamic AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25.0,265.0,0.042641510153716464,6994
JEEP,Grand Cherokee 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25.0,265.0,0.042641510153716464,7018
MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25.0,265.0,0.042641510153716464,7195
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25.0,265.0,0.042641510153716464,7196
BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6,AM7,Z,13.7,10.1,12.1,23.0,278.0,0.04352518122830837,138
BMW,Z4 sDRIVE35is,TWO-SEATER,3.0,6,AM7,Z,13.7,10.1,12.1,23.0,278.0,0.04352518122830837,140
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23.0,278.0,0.04352518122830837,325
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,13.7,10.2,12.1,23.0,278.0,0.04352518122830837,399
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23.0,278.0,0.04352518122830837,588
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,E,19.4,14.9,17.4,16.0,278.0,0.06258992668536069,650
MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,Z,13.4,10.5,12.1,23.0,278.0,0.04352518122830837,767
MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,11.8,8.5,10.3,27.0,278.0,0.03705036039832685,769
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,14.3,9.5,12.1,23.0,278.0,0.04352518122830837,772
VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,A6,X,14.2,9.5,12.1,23.0,278.0,0.04352518122830837,1055
BMW,M3 SEDAN,COMPACT,3.0,6,AM7,Z,14.2,9.6,12.1,23.0,278.0,0.04352518122830837,1221
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,AM7,Z,14.1,9.7,12.1,23.0,278.0,0.04352518122830837,1223
BMW,M4 COUPE,COMPACT,3.0,6,AM7,Z,14.1,9.7,12.1,23.0,278.0,0.04352518122830837,1225
BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6,AM7,Z,13.7,10.0,12.1,23.0,278.0,0.04352518122830837,1251
BMW,Z4 sDRIVE35is,TWO-SEATER,3.0,6,AM7,Z,13.7,10.0,12.1,23.0,278.0,0.04352518122830837,1253
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23.0,278.0,0.04352518122830837,1318
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23.0,278.0,0.04352518122830837,1423
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.1,23.0,278.0,0.04352518122830837,1429
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,13.7,10.1,12.1,23.0,278.0,0.04352518122830837,1484
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23.0,278.0,0.04352518122830837,1549
HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,14.4,9.4,12.1,23.0,278.0,0.04352518122830837,1597
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23.0,278.0,0.04352518122830837,1684
LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,13.7,10.3,12.1,23.0,278.0,0.04352518122830837,1793
MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,11.8,8.5,10.3,27.0,278.0,0.03705036039832685,1865
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,14.1,9.0,11.8,24.0,278.0,0.04244604385156426,2328
FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,X,13.6,9.8,11.9,24.0,278.0,0.04280575402349019,2567
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.7,9.6,11.8,24.0,278.0,0.04244604385156426,2568
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,13.5,9.8,11.9,24.0,278.0,0.04280575402349019,2584
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,19.1,14.3,16.9,17.0,278.0,0.060791365534281556,2598
KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.9,9.2,11.8,24.0,278.0,0.04244604385156426,2845
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24.0,278.0,0.04244604385156426,3068
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24.0,278.0,0.04280575402349019,3128
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24.0,278.0,0.04280575402349019,3129
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24.0,278.0,0.04280575402349019,3130
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24.0,278.0,0.04280575402349019,3131
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9.0,11.9,24.0,278.0,0.04280575402349019,3506
LINCOLN,MKZ AWD,MID-SIZE,3.0,6,AS6,X,14.0,9.2,11.8,24.0,278.0,0.04244604385156426,4002
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,A9,Z,14.1,9.3,11.9,24.0,278.0,0.04280575402349019,4097
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24.0,278.0,0.04244604385156426,4154
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.8,8.6,10.4,27.0,278.0,0.03741007057025278,4241
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9.0,11.9,24.0,278.0,0.04280575402349019,4566
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10.0,11.8,24.0,278.0,0.04244604385156426,4590
CHEVROLET,SILVERADO eASSIST,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.4,10.0,11.8,24.0,278.0,0.04244604385156426,4597
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10.0,11.8,24.0,278.0,0.04244604385156426,4819
GMC,SIERRA eASSIST,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.4,10.0,11.8,24.0,278.0,0.04244604385156426,4826
LINCOLN,MKZ AWD,MID-SIZE,3.0,6,AS6,X,14.0,9.2,11.8,24.0,278.0,0.04244604385156426,5075
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24.0,278.0,0.04244604385156426,5224
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.8,8.6,10.4,27.0,278.0,0.03741007057025278,5335
BUICK,Enclave AWD,SUV - STANDARD,3.6,6,A9,X,13.8,9.5,11.9,24.0,278.0,0.04280575402349019,5578
LINCOLN,MKZ AWD,MID-SIZE,3.0,6,AS6,X,14.0,9.2,11.8,24.0,278.0,0.04244604385156426,6106
RAM,1500 Classic EcoDiesel,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.8,8.6,10.4,27.0,278.0,0.03741007057025278,6384
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.0,10.5,11.9,24.0,278.0,0.04280575402349019,6454
FORD,Explorer AWD,SUV - STANDARD,3.0,6,AS10,X,13.3,9.8,11.8,24.0,278.0,0.04244604385156426,6792
PORSCHE,Cayenne S,SUV - STANDARD,2.9,6,AS8,Z,13.1,10.5,11.9,24.0,278.0,0.04280575402349019,7256
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.0,10.5,11.9,24.0,278.0,0.04280575402349019,7354
BUICK,LACROSSE eASSIST,MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34.0,189.0,0.04338624237706422,149
BUICK,REGAL eASSIST,MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34.0,189.0,0.04338624237706422,153
CHEVROLET,CRUZE,MID-SIZE,1.8,4,M6,X,9.5,6.5,8.2,34.0,189.0,0.04338624237706422,201
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34.0,189.0,0.04338624237706422,530
LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AV6,Z,7.9,8.6,8.2,34.0,189.0,0.04338624237706422,681
MAZDA,CX-5,SUV - SMALL,2.0,4,AS6,X,8.9,7.3,8.2,34.0,189.0,0.04338624237706422,699
MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,9.2,7.0,8.2,34.0,189.0,0.04338624237706422,821
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.5,6.6,8.2,34.0,189.0,0.04338624237706422,974
TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,M5,X,8.9,7.3,8.2,34.0,189.0,0.04338624237706422,985
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,7.9,8.6,8.2,34.0,189.0,0.04338624237706422,992
VOLKSWAGEN,JETTA,COMPACT,1.8,4,A6,X,9.5,6.7,8.2,34.0,189.0,0.04338624237706422,1040
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.4,6.7,8.2,34.0,189.0,0.04338624237706422,1041
BUICK,LACROSSE eASSIST,MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34.0,189.0,0.04338624237706422,1262
BUICK,REGAL eASSIST,MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34.0,189.0,0.04338624237706422,1266
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.2,7.0,8.2,34.0,189.0,0.04338624237706422,1370
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34.0,189.0,0.04338624237706422,1624
LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AV6,Z,8.0,8.5,8.2,34.0,189.0,0.04338624237706422,1785
MAZDA,CX-5,SUV - SMALL,2.0,4,AS6,X,8.9,7.3,8.2,34.0,189.0,0.04338624237706422,1805
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS6,Z,9.2,7.0,8.2,34.0,189.0,0.04338624237706422,1901
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS6,Z,9.2,7.0,8.2,34.0,189.0,0.04338624237706422,1903
MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,9.2,6.9,8.2,34.0,189.0,0.04338624237706422,1927
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,X,8.8,7.5,8.2,34.0,189.0,0.04338624237706422,1959
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,M5,X,9.5,6.6,8.2,34.0,189.0,0.04338624237706422,2161
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.3,6.6,8.1,35.0,189.0,0.0428571448755012,2204
CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,8.9,7.0,8.0,35.0,189.0,0.042328042328042326,2463
CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,M6,X,8.9,7.0,8.0,35.0,189.0,0.042328042328042326,2469
DODGE,DART,MID-SIZE,2.0,4,M6,X,9.4,6.5,8.1,35.0,189.0,0.0428571448755012,2528
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,8.8,7.3,8.1,35.0,189.0,0.0428571448755012,2942
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,9.3,6.4,8.0,35.0,189.0,0.042328042328042326,2952
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1,35.0,189.0,0.0428571448755012,3265
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.4,6.4,8.1,35.0,189.0,0.0428571448755012,3276
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M6,X,9.5,6.4,8.1,35.0,189.0,0.0428571448755012,3281
BMW,328d xDRIVE,COMPACT,2.0,4,AS8,D,7.9,5.9,7.0,40.0,189.0,0.037037037037037035,3386
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,D,7.9,5.9,7.0,40.0,189.0,0.037037037037037035,3387
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,9.2,6.6,8.0,35.0,189.0,0.042328042328042326,3692
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Z,8.5,7.5,8.0,35.0,189.0,0.042328042328042326,4165
HYUNDAI,ELANTRA,MID-SIZE,1.6,4,AM7,X,8.9,7.0,8.1,35.0,189.0,0.0428571448755012,4890
MAZDA,CX-3,COMPACT,2.0,4,M6,X,9.0,7.0,8.1,35.0,189.0,0.0428571448755012,5089
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,8.9,7.1,8.1,35.0,189.0,0.0428571448755012,5112
TOYOTA,C-HR,COMPACT,2.0,4,AV7,X,8.7,7.5,8.2,34.0,189.0,0.04338624237706422,5380
VOLKSWAGEN,BEETLE DUNE,COMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35.0,189.0,0.0428571448755012,5420
VOLKSWAGEN,BEETLE DUNE CONVERTIBLE,SUBCOMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35.0,189.0,0.0428571448755012,5421
HONDA,Civic Coupe,COMPACT,2.0,4,M6,X,9.3,6.7,8.1,35.0,189.0,0.0428571448755012,5892
HYUNDAI,Elantra,MID-SIZE,1.6,4,AM7,X,8.9,7.0,8.1,35.0,189.0,0.0428571448755012,5923
LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,9.0,7.1,8.1,35.0,189.0,0.0428571448755012,6080
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,8.6,7.4,8.1,35.0,189.0,0.0428571448755012,6124
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,35.0,189.0,0.0428571448755012,6142
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,9.0,7.0,8.1,35.0,189.0,0.0428571448755012,6147
TOYOTA,C-HR,COMPACT,2.0,4,AS7,X,8.7,7.5,8.2,34.0,189.0,0.04338624237706422,6431
VOLKSWAGEN,Beetle Dune,COMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35.0,189.0,0.0428571448755012,6469
VOLKSWAGEN,Beetle Dune Convertible,SUBCOMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35.0,189.0,0.0428571448755012,6470
CHEVROLET,Malibu,MID-SIZE,1.5,4,AV,X,8.2,6.6,7.5,38.0,189.0,0.03968253968253968,6700
HONDA,Civic Coupe,COMPACT,2.0,4,M6,X,9.3,6.7,8.1,35.0,189.0,0.0428571448755012,6914
HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.4,8.1,35.0,189.0,0.0428571448755012,6927
LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,9.0,7.1,8.1,35.0,189.0,0.0428571448755012,7097
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,8.6,7.4,8.1,35.0,189.0,0.0428571448755012,7136
MAZDA,CX-30,SUV - SMALL,2.0,4,AS6,X,8.9,7.1,8.1,35.0,189.0,0.0428571448755012,7137
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,35.0,189.0,0.0428571448755012,7156
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,9.0,7.0,8.1,35.0,189.0,0.0428571448755012,7161
TOYOTA,C-HR,COMPACT,2.0,4,AS7,X,8.7,7.5,8.2,34.0,189.0,0.04338624237706422,7317
ACURA,MDX 4WD,SUV - SMALL,3.5,6,AS6,Z,12.7,9.1,11.1,25.0,255.0,0.043529413260665596,4
ACURA,TL AWD,MID-SIZE,3.7,6,AS6,Z,12.8,9.0,11.1,25.0,255.0,0.043529413260665596,8
BMW,X5 xDRIVE35i,SUV - STANDARD,3.0,6,A8,Z,12.9,8.8,11.1,25.0,255.0,0.043529413260665596,131
CADILLAC,CTS SPORT WAGON AWD,STATION WAGON - SMALL,3.0,6,AS6,X,12.8,9.1,11.1,25.0,255.0,0.043529413260665596,172
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,25.0,255.0,0.043529413260665596,329
HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,13.0,8.7,11.1,25.0,255.0,0.043529413260665596,508
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,12.5,9.4,11.1,25.0,255.0,0.043529413260665596,513
INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1,25.0,255.0,0.043529413260665596,534
JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25.0,255.0,0.043529413260665596,585
JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25.0,255.0,0.043529413260665596,598
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.7,9.1,11.1,25.0,255.0,0.043529413260665596,680
NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.5,9.5,11.1,25.0,255.0,0.043529413260665596,859
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25.0,255.0,0.043529413260665596,908
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS6,Z,12.7,9.1,11.1,25.0,255.0,0.043529413260665596,1075
BMW,X5 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,13.0,8.9,11.1,25.0,255.0,0.043529413260665596,1244
BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,13.0,8.9,11.1,25.0,255.0,0.043529413260665596,1247
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,25.0,255.0,0.043529413260665596,1428
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,X,12.5,9.3,11.1,25.0,255.0,0.043529413260665596,1605
JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25.0,255.0,0.043529413260665596,1682
JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25.0,255.0,0.043529413260665596,1694
KIA,SORENTO,SUV - SMALL,3.3,6,AS6,X,12.7,9.0,11.1,25.0,255.0,0.043529413260665596,1732
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.7,9.1,11.1,25.0,255.0,0.043529413260665596,1784
NISSAN,370Z COUPE,TWO-SEATER,3.7,6,AS7,Z,12.6,9.2,11.1,25.0,255.0,0.043529413260665596,1944
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1,25.0,255.0,0.043529413260665596,1990
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1,25.0,255.0,0.043529413260665596,2000
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,M7,Z,12.9,9.0,11.1,25.0,255.0,0.043529413260665596,2008
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25.0,255.0,0.043529413260665596,2033
SUBARU,WRX,COMPACT,2.0,4,AV8,Z,12.4,9.4,11.1,25.0,255.0,0.043529413260665596,2090
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.5,9.3,11.1,25.0,255.0,0.043529413260665596,2110
AUDI,A8L QUATTRO,FULL-SIZE,4.0,8,AS8,Z,13.1,8.3,10.9,26.0,255.0,0.04274509654325597,2241
FORD,FOCUS RS AWD,MID-SIZE,2.3,4,M6,Z,12.1,9.3,10.9,26.0,255.0,0.04274509654325597,2618
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26.0,255.0,0.04274509654325597,2803
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.5,8.9,10.9,26.0,255.0,0.04274509654325597,3109
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26.0,255.0,0.04274509654325597,3154
AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,13.1,8.3,10.9,26.0,255.0,0.04274509654325597,3348
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.9,9.5,30.0,255.0,0.03725490196078431,3498
GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.9,9.5,30.0,255.0,0.03725490196078431,3742
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,12.5,9.6,11.2,25.0,255.0,0.04392156787947112,4274
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.5,8.9,10.9,26.0,255.0,0.04274509654325597,4307
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,12.7,8.7,10.9,26.0,255.0,0.04274509654325597,4478
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3.0,6,A9,Z,12.8,8.5,10.9,26.0,255.0,0.04274509654325597,5173
GENESIS,G70,COMPACT,2.0,4,M6,Z,12.8,8.5,10.9,26.0,255.0,0.04274509654325597,5828
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3.0,6,A9,Z,12.9,8.8,11.1,25.0,255.0,0.043529413260665596,6154
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3.0,6,A9,Z,12.4,8.9,10.8,26.0,255.0,0.042352941924450445,6155
AUDI,S6,MID-SIZE,2.9,6,AS8,Z,12.9,8.5,10.9,26.0,255.0,0.04274509654325597,6552
AUDI,S7,MID-SIZE,2.9,6,AS8,Z,12.9,8.5,10.9,26.0,255.0,0.04274509654325597,6553
BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,M6,Z,12.7,8.8,10.9,26.0,255.0,0.04274509654325597,6589
BMW,M240i Coupe,SUBCOMPACT,3.0,6,M6,Z,12.7,8.8,10.9,26.0,255.0,0.04274509654325597,6593
BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,M6,Z,12.7,8.8,10.9,26.0,255.0,0.04274509654325597,6594
BUICK,Regal AWD,MID-SIZE,3.6,6,AS9,X,12.5,8.8,10.9,26.0,255.0,0.04274509654325597,6652
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,X,12.8,8.5,10.9,26.0,255.0,0.04274509654325597,6698
GENESIS,G70,COMPACT,2.0,4,M6,Z,12.8,8.5,10.9,26.0,255.0,0.04274509654325597,6846
HYUNDAI,Santa Fe AWD,SUV - SMALL,2.0,4,AS8,X,12.0,9.2,10.7,26.0,255.0,0.04196078356574563,6958
JEEP,Wrangler Unlimited 4X4 EcoDiesel,SUV - SMALL,3.0,6,A8,D,10.6,8.1,9.5,30.0,255.0,0.03725490196078431,7033
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3.0,6,A9,Z,12.9,8.8,11.1,25.0,255.0,0.043529413260665596,7164
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3.0,6,A9,Z,12.4,8.9,10.8,26.0,255.0,0.042352941924450445,7165
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.1,6.8,8.1,35.0,186.0,0.0435483891476867,273
DODGE,DART,MID-SIZE,2.0,4,M6,X,9.4,6.5,8.1,35.0,186.0,0.0435483891476867,315
FORD,FUSION,MID-SIZE,1.6,4,M6,X,9.4,6.4,8.1,35.0,186.0,0.0435483891476867,411
FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.5,6.3,8.1,35.0,186.0,0.0435483891476867,414
HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.1,6.9,8.1,35.0,186.0,0.0435483891476867,483
MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35.0,186.0,0.0435483891476867,721
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,7.3,8.1,35.0,186.0,0.0435483891476867,850
CHEVROLET,CRUZE,MID-SIZE,1.8,4,M6,X,9.4,6.6,8.1,35.0,186.0,0.0435483891476867,1311
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.1,6.9,8.1,35.0,186.0,0.0435483891476867,1371
DODGE,DART,MID-SIZE,2.0,4,M6,X,9.4,6.5,8.1,35.0,186.0,0.0435483891476867,1414
FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,9.3,6.7,8.1,35.0,186.0,0.0435483891476867,1492
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,35.0,186.0,0.0435483891476867,1821
MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35.0,186.0,0.0435483891476867,1825
MERCEDES-BENZ,CLA 250,SUBCOMPACT,2.0,4,AS7,Z,9.4,6.4,8.1,35.0,186.0,0.0435483891476867,1838
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,AS6,Z,9.2,6.8,8.1,35.0,186.0,0.0435483891476867,1905
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,6.8,8.1,35.0,186.0,0.0435483891476867,1906
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,AS6,Z,9.2,6.8,8.1,35.0,186.0,0.0435483891476867,1909
